citation,reporting_entity,cadence,deadline,source,url,uslm_id
22 U.S.C. 3373(c),Secretary of State and the Secretary of Commerce,annual,"Not later than 90 days after December 23, 2022, and not later than April 1 of each year thereafter for the following 6 years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3373&num=0&edition=prelim,/us/usc/t22/s3373/c
22 U.S.C. 3373(c)(1),"the Secretary of State, in coordination with the Secretary of Commerce",annual,"Not later than 90 days after December 23, 2022, and not later than April 1 of each year thereafter for the following 6 years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3373&num=0&edition=prelim,/us/usc/t22/s3373/c/1
22 U.S.C. 3385,Department of State,annual,"Not later than 90 days after the selection of the first class of fellows under this subchapter, and annually thereafter for 7 years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3385&num=0&edition=prelim,/us/usc/t22/s3385
22 U.S.C. 3425,the President,annual,"Not later than April 30, 1982 (initial); Not later than January 15 of each year (annual)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3425&num=0&edition=prelim,/us/usc/t22/s3425
22 U.S.C. 3871 note,Panama Canal Commission,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3871&num=0&edition=prelim,/us/usc/t22/s3871/note/0
22 U.S.C. 3921 note,Director General of the Foreign Service,annual,annually,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3921&num=0&edition=prelim,/us/usc/t22/s3921/note/1
22 U.S.C. 3922a note,the Secretary of State,annual,annually,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3922a&num=0&edition=prelim,/us/usc/t22/s3922a/note/2
22 U.S.C. 3927b,the Secretary,quarterly,not later than 30 days following the end of each calendar quarter,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3927b&num=0&edition=prelim,/us/usc/t22/s3927b
22 U.S.C. 3929b,Office of the Inspector General of the Department of State and the United States Agency for Global Media,quarterly,"Not later than 180 days after December 27, 2021",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3929b&num=0&edition=prelim,/us/usc/t22/s3929b
22 U.S.C. 3982 note,the Secretary,annual,not later than 90 days after the date of enactment of this division,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3982&num=0&edition=prelim,/us/usc/t22/s3982/note/1
22 U.S.C. 4062,the Secretary of State,event-driven,Requests for appropriations to the Fund,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4062&num=0&edition=prelim,/us/usc/t22/s4062
22 U.S.C. 4141b,Secretary of State,annual,together with the annual submission required under section 3905(d)(2) of this title,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4141b&num=0&edition=prelim,/us/usc/t22/s4141b
22 U.S.C. 4219,"officers and persons connected with embassies, legations, and consulates",annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4219&num=0&edition=prelim,/us/usc/t22/s4219
22 U.S.C. 4354(d),Advisory Committee,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4354&num=0&edition=prelim,/us/usc/t22/s4354/d
22 U.S.C. 4354(e),Secretary of State,annual,Not later than March 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4354&num=0&edition=prelim,/us/usc/t22/s4354/e
22 U.S.C. 4604(c),The Institute,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4604&num=0&edition=prelim,/us/usc/t22/s4604/c
22 U.S.C. 4607(h),The Institute,annual,no later than six months following the close of the fiscal year for which the audit is made,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4607&num=0&edition=prelim,/us/usc/t22/s4607/h
22 U.S.C. 4611,Chairman of the Board,biennial,"Beginning two years after October 19, 1984, and at intervals of two years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4611&num=0&edition=prelim,/us/usc/t22/s4611
22 U.S.C. 4804,the Secretary,monthly,monthly; 30 days before opening/reopening; 48 hours before opening/reopening in emergency,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4804&num=0&edition=prelim,/us/usc/t22/s4804
22 U.S.C. 4861 note,Inspector General of the Department of State,annual,"not later than February 1 of 2003, 2004, and 2005",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section4861&num=0&edition=prelim,/us/usc/t22/s4861/note/0
22 U.S.C. 5304,Secretary of the Treasury,event-driven,upon determination that negotiations would have a serious detrimental impact,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5304&num=0&edition=prelim,/us/usc/t22/s5304
22 U.S.C. 5305,the Secretary,annual,on or before October 15 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5305&num=0&edition=prelim,/us/usc/t22/s5305
22 U.S.C. 5725(a),Secretary of State,annual,on at least an annual basis,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5725&num=0&edition=prelim,/us/usc/t22/s5725/a
22 U.S.C. 5811 note,The President,annual,"no later than January 1, 1993, and an update... no later than July 1, 1993",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5811&num=0&edition=prelim,/us/usc/t22/s5811/note/2
22 U.S.C. 5841(i),The Board,annual,not later than January 31 each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5841&num=0&edition=prelim,/us/usc/t22/s5841/i
22 U.S.C. 5922,the President,quarterly,not later than 30 days after the end of the last fiscal year quarter of fiscal year 1992 and not later than 30 days after the end of each fiscal year quarter of fiscal year 1993,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5922&num=0&edition=prelim,/us/usc/t22/s5922
22 U.S.C. 5951 note,the President,annual,"Not later than January 31, 2003, and each year thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section5951&num=0&edition=prelim,/us/usc/t22/s5951/note/8
22 U.S.C. 6063,the President,annual,not later than 90 days after making the determination (preliminary form not later than 15 days); not later than 60 days after the end of each fiscal year; at least 15 days in advance for reprogramming,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6063&num=0&edition=prelim,/us/usc/t22/s6063
22 U.S.C. 6216,United States Agency for Global Media,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6216&num=0&edition=prelim,/us/usc/t22/s6216
22 U.S.C. 6217(d),Chief Executive Officer of the USAGM,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6217&num=0&edition=prelim,/us/usc/t22/s6217/d
22 U.S.C. 6411(d),the Secretary of State,annual,on the date on which the President’s annual budget request is submitted to Congress,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6411&num=0&edition=prelim,/us/usc/t22/s6411/d
22 U.S.C. 6432a,each Member of the Commission,annual,Not later than March 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6432a&num=0&edition=prelim,/us/usc/t22/s6432a
22 U.S.C. 6433,the Commission,annual,May 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6433&num=0&edition=prelim,/us/usc/t22/s6433
22 U.S.C. 6433a(d),the Chair and Vice Chair of the Commission,biennial,"Not later than 180 days after December 20, 2019",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6433a&num=0&edition=prelim,/us/usc/t22/s6433a/d
22 U.S.C. 6435(c),the Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6435&num=0&edition=prelim,/us/usc/t22/s6435/c
22 U.S.C. 6435a(e),the Commission,annual,each year no later than January 1,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6435a&num=0&edition=prelim,/us/usc/t22/s6435a/e
22 U.S.C. 6441(b),the President,event-driven,"if he determines and certifies that a single, additional period of time, not to exceed 90 days, is necessary",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6441&num=0&edition=prelim,/us/usc/t22/s6441/b
22 U.S.C. 6473a(b)(1)(A),Secretary of State,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6473a&num=0&edition=prelim,/us/usc/t22/s6473a/b/1/A
22 U.S.C. 6831,Secretary of the Treasury; Comptroller General of the United States,annual,"Not later than 1 year after August 19, 2000, and annually thereafter (for Treasury); Not later than 2 years after August 19, 2000 (for GAO)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6831&num=0&edition=prelim,/us/usc/t22/s6831
22 U.S.C. 6831(a)(2),Treasury Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6831&num=0&edition=prelim,/us/usc/t22/s6831/a/2
22 U.S.C. 6842(b),Secretary of the Treasury,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6842&num=0&edition=prelim,/us/usc/t22/s6842/b
22 U.S.C. 6901 note,the President,event-driven,upon such determination,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6901&num=0&edition=prelim,/us/usc/t22/s6901/note/6
22 U.S.C. 6943(b),Department of Commerce and Department of State,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section6943&num=0&edition=prelim,/us/usc/t22/s6943/b
22 U.S.C. 7103(d)(7)(A),the Attorney General,annual,"May 1, 2004",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7103&num=0&edition=prelim,/us/usc/t22/s7103/d/7/A
22 U.S.C. 7103b,the Council,annual,"Not later than 1 year after May 29, 2015, and each year thereafter until the date described in subsection (h)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7103b&num=0&edition=prelim,/us/usc/t22/s7103b
22 U.S.C. 7105(a),Secretary of State and the Administrator of the United States Agency for International Development,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7105&num=0&edition=prelim,/us/usc/t22/s7105/a
22 U.S.C. 7105(g),Secretary of Homeland Security,annual,On or before October 31 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7105&num=0&edition=prelim,/us/usc/t22/s7105/g
22 U.S.C. 7107(b)(1),Secretary of State,annual,Not later than June 30 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/1
22 U.S.C. 7107(b)(2)(A),Secretary of State,annual,Not later than the date on which the determinations described in subsections (c) and (d) are submitted to the appropriate congressional committees,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/2/A
22 U.S.C. 7107(b)(2)(B),Secretary of State,annual,Not later than February 1st of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/2/B
22 U.S.C. 7107(b)(3)(D),the Secretary of State,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/3/D
22 U.S.C. 7107(b)(3)(E),the Secretary of State,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/3/E
22 U.S.C. 7107(b)(3)(F),the Secretary of State,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/3/F
22 U.S.C. 7107(b)(4)(A)(i),Secretary of State,annual,Not later than 180 days after the release of the annual Trafficking in Persons Report,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/4/A/i
22 U.S.C. 7107(b)(4)(B)(i),not specified,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7107&num=0&edition=prelim,/us/usc/t22/s7107/b/4/B/i
22 U.S.C. 7108(b)(3),the President,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7108&num=0&edition=prelim,/us/usc/t22/s7108/b/3
22 U.S.C. 7113(a)(3),the Deputy Attorney General,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7113&num=0&edition=prelim,/us/usc/t22/s7113/a/3
22 U.S.C. 7113(a)(4),the Attorney General,annual,"Beginning in the first fiscal year beginning after March 7, 2013",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7113&num=0&edition=prelim,/us/usc/t22/s7113/a/4
22 U.S.C. 7422(b),The President,event-driven,at least 15 days in advance of exercising such authority,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7422&num=0&edition=prelim,/us/usc/t22/s7422/b
22 U.S.C. 7513(d),Secretary of State,annual,"not later than March 15, 2005",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7513&num=0&edition=prelim,/us/usc/t22/s7513/d
22 U.S.C. 7513(d)(1)(A),Secretary of State,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7513&num=0&edition=prelim,/us/usc/t22/s7513/d/1/A
22 U.S.C. 7513 note,Secretary of State,annual,"Beginning 6 months after the date of enactment of this Act [Dec. 12, 2001], and at least annually for the 2 years thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7513&num=0&edition=prelim,/us/usc/t22/s7513/note/4
22 U.S.C. 7514,coordinator designated under subsection (a),annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7514&num=0&edition=prelim,/us/usc/t22/s7514
22 U.S.C. 7612a,the Coordinator,annual,At the close of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section7612a&num=0&edition=prelim,/us/usc/t22/s7612a
